ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
43844|International Workshop Programming Multi-Agent Systems|PROMAS|B|0804|Data Format||||
43849|International XML Database Symposium|Xsym|C|0804|Data Format||||
43865|Italian Symposium on Advanced Database Systems|SEBD|C|0804|Data Format||||
43888|Knowledge and Data Engineering Exchange Workshop|KDEX|C|0804|Data Format||||
43889|Knowledge capture|K-CAP|A|0804|Data Format||||
45017|Knowledge Discovery and Data Mining in Biological Databases Meeting|KDDMBD|C|0804|Data Format||||
43891|Knowledge Representation Meets Databases|KRDB|C|0804|Data Format||||
43899|Lexical Semantics and Knowledge Representation|SIGLEX|C|0804|Data Format||||
43920|Mobility in Databases and Distributed Systems|MDDS|C|0804|Data Format||||
43936|National Database Conference (China)|NDB|C|0804|Data Format||||
43938|National Science Foundation symposium on Next Generation Data Mining and Cyber Enabled Discovery for Innovation (was.NSF workshop on Next Generation Data Mining)|NGDM|C|0804|Data Format||||
43945|New Security Paradigms Workshop|NSPW|C|0804|Data Format||||
43970|Pacific-Asia Conference on Knowledge Discovery and Data Mining|PAKDD|A|0804|Data Format||||
43997|Privacy in Statistical Databases|PSD|C|0804|Data Format||||
44015|RSA Conference|RSA|B|0804|Data Format||||
44026|Selected Areas in Cryptography|SAC|B|0804|Data Format||||
44034|SIAM International Conference on Data Mining|SDM|A|0804|Data Format||||
44042|SKLOIS Conference on Information Security and Cryptology|Inscrypt|B|0804|Data Format||||
44048|Software Performance Enhancement for Encryption and Decryption|SPEED|C|0804|Data Format||||
44059|Special-purpose Hardware for Attacking Cryptographic Systems|SHARCS|C|0804|Data Format||||
44061|SPIE Conference on Visual Data Exploration and Analysis|VDEA|C|0804|Data Format||||
44062|SPIE International Conference on Multimedia Storage and Archiving Systems|MSAS|C|0804|Data Format||||
44068|State of the Art of Stream Ciphers|SASC|C|0804|Data Format||||
44071|Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases)|SRMD|C|0804|Data Format||||
44082|Symposium on Advances in DB and Information Systems|ADBIS|B|0804|Data Format|0806|Information Systems||
44092|Symposium on Information Theory in the Benelux||C|0804|Data Format||||
44106|The Claude Shannon Workshop on Coding and Cryptography||C|0804|Data Format||||
44122|Theory of Cryptography Conference|TCC|A|0804|Data Format||||
44129|Trustworthy Interfaces for Passwords and Personal Information workshop|TIPPI|C|0804|Data Format||||
44147|Conference on File and Storage Technologies|FAST|A|0804|Data Format||||
44154|USENIX/ACCURATE Electronic Voting Technology Workshop|EVT|C|0804|Data Format||||
44161|Visual Database Systems|VDB|B|0804|Data Format||||
44175|Western European Workshop on Research in Cryptology|WeWoRC|C|0804|Data Format||||
44194|Workshop on Australasian Information Security, Data Mining and Web Intelligence, and Software Internationalisation|AISW|C|0804|Data Format||||
44205|Workshop on Cryptography for Ad hoc Networks|WCAN|C|0804|Data Format||||
44206|Workshop on Data Engineering for Wireless and Mobile Access|MobiDE|C|0804|Data Format||||
44207|Workshop on Database Technology for Virtual Enterprises|DTVE |C|0804|Data Format||||
44213|Workshop on Elliptic Curve Cryptography|ECC|C|0804|Data Format||||
44214|Workshop on Fault Diagnosis and Tolerance in Cryptography|FDTC|C|0804|Data Format||||
44229|Workshop on Network-Related Data Management|NRDM|C|0804|Data Format||||
44230|Workshop on New Technologies for Personalized Information Access|PIA|C|0804|Data Format||||
44241|Workshop on Real-Time Databases|RTDB|C|0804|Data Format||||
44242|Workshop on Research Issues in Data Mining and Knowledge Discovery|DMKD|C|0804|Data Format||||
44243|Workshop on Robust Shape Operations|WRSO|C|0804|Data Format||||
42684|ACM Creativity and Cognition|CC|A|1203|Design Practice and Management||||
42289|ACM International Conference on Digital Interactive Media in Entertainment and Arts|DIMEA|B|1203|Design Practice and Management|0806|Information Systems||
42423|AISB Convention (Society for the Study of Artificial Intelligence and Simulation of Behaviour)|AISB|B|1203|Design Practice and Management||||
42381|Ambient Information Systems|AIS|B|1203|Design Practice and Management||||
43965|Asia Pacific Industrial Engineering and Management Systems and Chinese Institute of Industrial Engineers Conference|APIEMS CIIEC|C|1203|Design Practice and Management||||
42447|Asia-Pacific Computer Human Interaction Conference|APCHI|C|1203|Design Practice and Management||||
42689|Cumulus - International Association of Universities and Colleges of Art, Design and Media|CUMULUS|C|1203|Design Practice and Management||||
42698|Design and Emotion Society Conferences|D&E|A|1203|Design Practice and Management||||
42704|Design Research Society (UK) International Conference|DRS|B|1203|Design Practice and Management||||
42705|Design Society Conferences||B|1203|Design Practice and Management||||
42711|Designing Pleasurable Products And Interfaces|DPPI|B|1203|Design Practice and Management||||
42743|Entertainment and media in the ubiquitous era (ACM)|MINDTREK|B|1203|Design Practice and Management||||
42745|Environmental Design Research Association|EDRA|B|1203|Design Practice and Management||||
42763|European Academy of Design conferences|EAD|C|1203|Design Practice and Management||||
42822|Experiential Knowledge SIG conferences (Design Research Society (DRS) SIG,UK)||A|1203|Design Practice and Management||||
42854|Geometric Modelling and Imaging, International Conference (IEEE)|GMAI|B|1203|Design Practice and Management||||
42876|Human Factors and Ergonomics Conference (Human Factors and Ergonomics Society of Australia)|HFESA|C|1203|Design Practice and Management||||
42923|IEEE International Conference on Advanced Learning Technologies|ICALT|B|1203|Design Practice and Management||||
43607|IFIP TC13 Conference on Human-Computer Interaction|Interact|A|1203|Design Practice and Management|0806|Information Systems||
43160|Interaction Design and Children (ACM)|IDC|B|1203|Design Practice and Management||||
43168|International Association of Ergonomics Societies Congress|IEA|B|1203|Design Practice and Management||||
42706|International Conference on Design Theory and Methodology (ASME)|DTM|A|1203|Design Practice and Management||||
43336|International Conference on Engineering Design (ICED), The Design Society|ICED|B|1203|Design Practice and Management||||
43629|International Joint Workshop on Computational Creativity|IJWCC|B|1203|Design Practice and Management||||
43918|Mobile and Ubiquitous Multimedia (ACM)|MUM|B|1203|Design Practice and Management||||
43919|Mobile Media|MMC|B|1203|Design Practice and Management||||
43949|Nordic Design Research Conference|NORDES|B|1203|Design Practice and Management||||
43981|Participatory Design Conference|PDC|B|1203|Design Practice and Management|0806|Information Systems||
42283|ACM Conference on Hypertext and Hypermedia|Hypertext|A|0805|Distributed Computing||||
42290|ACM International Conference on Emerging Networking Experiments and Technologies|CoNEXT|A|0805|Distributed Computing||||
42296|ACM International Conference on Supercomputing|ICS|A|0805|Distributed Computing||||
42300|ACM International Symposium on High Performance Distributed Computing|HPDC|A|0805|Distributed Computing||||
42314|ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services|Mobisys|B|0805|Distributed Computing||||
42333|ACM Symposium on Principles of Distributed Computing|PODC|A|0805|Distributed Computing||||
42348|ACM/IEEE Supercomputing Conference|SC|A|0805|Distributed Computing||||
42349|ACM/IEEE/SCS Workshop on Parallel and Distributed Simulation|PADS|B|0805|Distributed Computing||||
42363|Advanced Research in VLSI|ARVLSI|C|0805|Distributed Computing||||
42416|Application of Concurrency to System Design|ACSD|B|0805|Distributed Computing||||
42438|Asia Pacific Web Conference|APWEB|C|0805|Distributed Computing||||
42443|Asian International Mobile Computing Conference|AMOC|C|0805|Distributed Computing||||
42456|Asia-Pacific Network Operations and Management Symposium|APNOMS|C|0805|Distributed Computing||||
42457|Asia-Pacific Services Computing Conference|APSCC|C|0805|Distributed Computing||||
42487|Australasian Conference on Parallel and Real-Time Systems|APRTS|C|0805|Distributed Computing||||
42506|Australasian Symposium on Grid Computing and e-Research (now AusPDC)|AusGrid|C|0805|Distributed Computing||||
42507|Australasian Symposium on Parallel and Distributed Computing (was AusGrid)|AusPDC|C|0805|Distributed Computing||||
42546|Australian Supercomputing Conference|ACS|C|0805|Distributed Computing||||
42557|Australian World Wide Web Conference|AusWeb|C|0805|Distributed Computing||||
42591|Challenges of Large Applications in Distributed Environments|CLADE|C|0805|Distributed Computing||||
42593|ChinaGrid Annual Conference|ChinaGrid|C|0805|Distributed Computing||||
42638|Conference on Algorithms and Hardware for Parallel Processing|CONPAR|C|0805|Distributed Computing||||
42740|Enabling Grids for E-Science European Conference|EGEE|C|0805|Distributed Computing||||
42759|Euromicro International Conference on Parallel, Distributed and Network Based Processing|PDP|C|0805|Distributed Computing||||
42791|European Conference on Universal Multiservice Networks|ECUMN|C|0805|Distributed Computing||||
42750|European PVM/MPI Users' Group Conference|EuroPVM/MPI|C|0805|Distributed Computing||||
42872|Heterogeneity in Computing Workshop|HCW|B|0805|Distributed Computing||||
42873|High Performance Computing Symposium Canada|HPCS-Canada|C|0805|Distributed Computing||||
42874|High-Performance Grid Computing Workshop (part of IPDPS Conference)|HPGrid|C|0805|Distributed Computing||||
42910|IEEE Consumer Communications and Networking Conference|IEEE CCNC|B|0805|Distributed Computing||||
42914|IEEE Global Internet Symposium|GI|C|0805|Distributed Computing||||
42924|IEEE International Conference on Autonomic Computing|ICAC|B|0805|Distributed Computing||||
42926|IEEE International Conference on Cluster Computing|CLUSTER|A|0805|Distributed Computing||||
42938|IEEE International Conference on Distributed Computing in Sensor Systems|DCOSS|B|0805|Distributed Computing||||
42941|IEEE International Conference on e-Science and Grid Computing|e-Science|A|0805|Distributed Computing||||
42946|IEEE International Conference on High Performance Computing and Communications|HPCC|B|0805|Distributed Computing||||
42945|IEEE International Conference on High Performance Computing and Simulation|IEEE HPCS|B|0805|Distributed Computing||||
42960|IEEE International Conference on Parallel Processing Workshops|WoPP|C|0805|Distributed Computing||||
42962|IEEE International Conference on Pervasive Computing and Communications|PERCOM|A|0805|Distributed Computing||||
42974|IEEE International Conference on Wireless Information Technology and Systems|ICWITS|B|0805|Distributed Computing||||
42982|IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP)|IPDPS|A|0805|Distributed Computing||||
42983|IEEE International Performance Computing and Communications Conference|IPCCC|B|0805|Distributed Computing||||
42991|IEEE International Symposium on Cluster, Cloud and Grid Computing|CCGRID|A|0805|Distributed Computing||||
